screen_name	created_at	text	location	followers_count
DavidWa59907969	2021-02-08 17:52:45	"BC film industry uses rapid tests 2 &amp; 3 times a week on actors and crew, protecting them from #COVID19 and its variants.

BC won't use rapid tests in the public system for some reason (probably austerity) and our seniors continue dying every single day.
#BCpoli https://t.co/UWcFTars1s"	""	527
DavidWa59907969	2021-02-08 17:33:50	"Cougar Creek Elementary here in Surrey #SD6 with its 6th exposure event since schools re-opened Jan 4th, 11th overall.

Covering these dates:  Jan 8, Jan 15, Jan 19, 20, Jan 22, Jan 27, 28, 29, Jan 26, 27, 29, Feb 1, 2, 3
#BCed #COVID19 https://t.co/IhDCroihME"	""	527
bethlinas	2021-02-08 17:52:44	"One of my favorite times of year on @Twitter! #HealthPolicyValentines
Spread love not #COVID19 (#socialdistancing #valentinesday) https://t.co/KAQu7W8vA0"	Washington, DC	13098
NicWirtz	2021-02-08 17:52:41	#Guatemala Health Ministry registers 105 new cases of #covid19, a total of 163,247. 38 patients died (5,922 + 2), 828 patients recovered (149,745). 736 tests were carried out at a positive rate of 14.27%. An estimated 7,580 cases of #coronavirusgt remain active.	Central America	1886
NHSCOVID19app	2021-02-08 17:52:41	"@DOPreston @a_damster Hi,

Find out more about who should display the official NHS QR posters here: https://t.co/xT9BdILXoY

Thanks, Melanie."	""	22917
jewelkismet	2021-02-08 17:52:34	@joebiden @jrpsaki Schools don’t exist within bubbles. Everyone returns to their communities (some multi-gen homes) w #COVID19 &amp; variants. Why not vac ALL teachers &amp; test ALL kids (also asymptomatic/mild symps) since they can be SuperSpreaders, bringing virus onto school grounds?	Paris & La Jolla, California	2835
ReadOnArizona	2021-02-08 17:52:33	“If we can invest early &amp; get them the access to the supports around language &amp; literacy that will set them up for success, it will minimize the impact the long-term #COVID19 pandemic will have on #Arizona,” said Terri Clark, Arizona #literacy director.“ https://t.co/SLlr7yRRw2	""	1186
_nilanjandeb	2021-02-08 17:52:27	@paytmbankcare I am living in a village. In this covid19 situation, I can't go again to our local police station. I sent you query regarding this via @Paytmcare. Your bank closed my case without giving me any clarifications. If you want to help me out Please look into this fraudulent issues.	Pilani, Rajasthan	6
GRYTHealth	2021-02-08 17:52:26	Eligibility for the COVID-19 Vaccine will expand to include cancer patients beginning February 15th in NYS. Dr. Daniel Platt explains why this is so important for patients, especially those who are immune-suppressed due to treatments. #covid19 #cancernews https://t.co/3zra9xg7SW	Rochester, NY	862
JMCRHealthDept	2021-02-08 17:52:25	Nurses are busy giving #COVID19 vaccine to Madison County residents 70+ today! Appointments are scheduled in 30 min increments. Come any time during your designated time slot. If you have an appointment, we have #vaccine for you. Schedule online at https://t.co/GBQ53BjtmT. https://t.co/R7HdQ69sLY	Jackson, TN	926
Contagion_Live	2021-02-08 17:52:18	"From our February issue: the cover story! Dr. Deanna J. Buehrle of @VAPittsburgh writes on bacterial co-infection risk with #COVID19.

https://t.co/xCOz1sejlo"	Cranbury, NJ	6056
NeilYoungSaveUs	2021-02-08 17:52:07	.@mitchellreports Ummm, #LarrySummers was a complete failure. No one CARES what he thinks and there really is no reason for you to have him on. He’s not part of this admin and is #IRRELEVANT. #stimulusbill #COVID19	Shangri-La	3403
MGDezigns	2021-02-08 17:34:06	Classy Navy Soccer Balls Pattern Sports Premium Face Mask | https://t.co/gDDpC2LWjN https://t.co/GoYLJuJzwl #soccer #covid #facemasks #covid19 #coronavirus #socialdistancing	Online	11133
MGDezigns	2021-02-08 17:52:07	Chic Leopard Print Zebra Stripes Pink Roses Floral Premium Face Mask https://t.co/ShkxbYLv4T #covid #facemasks #covid19 #coronavirus #socialdistancing	Online	11133
MGDezigns	2021-02-08 17:25:07	Classy Tennis Balls Pattern Sports Premium Face Mask | https://t.co/gDDpC2LWjN https://t.co/htT6SBMod8 #tennis #covid #facemasks #covid19 #coronavirus #socialdistancing	Online	11133
MGDezigns	2021-02-08 17:43:07	Classy Navy Football Balls Pattern Sports Premium Face Mask  https://t.co/jpiWj8nrBG #football #covid #facemasks #covid19 #coronavirus #socialdistancing	Online	11133
gulaglist	2021-02-08 17:52:04	The issue I have with COVID lockdowns is that our liberty and pursuit of happiness have been taken away under the guise of “preserving life”. You can’t have one without the others. #Covid19 #Covid #coronavirus	""	3
The_BMC	2021-02-08 17:52:02	"""The start of #COVID19 vaccination in our communities gives us optimism that we will soon see better days,"" - Boston's infectious diseases leaders including BMC's chief, Dr. Tamar Barlam weigh in on the city's #vaccination rollout w/@BostonGlobe: https://t.co/CLDl2NkrhL"	Boston, MA	22543
thetribunechd	2021-02-08 17:52:00	#COVID19: SC wants Centre to consider extending benefit of extra chance to age-barred candidates https://t.co/oAUTCvj33E	Chandigarh	113165
GOAL_Global	2021-02-08 17:51:59	A community led approach is crucial in tackling the spread of #Covid19 according to GOAL's Dr. @Enida_Friel https://t.co/CkAmtTDob9	Dublin	9959
compostfetish	2021-02-08 17:51:58	@MollyJongFast What the hell is wrong with you Americans? Is there any wonder why you have a quarter of the worlds #COVID19 cases....? Then again you did elect #Trump as your prez for the past 4 years.....	Edmonton, Alberta	552
librarymistress	2021-02-08 17:51:54	'We get daily abuse': UK frontline workers on the Covid second wave https://t.co/5QZiCVqE0k #covid19 #coronavirusuk	Vienna, Austria	1959
Norm_Farrell	2021-02-08 17:51:52	In 2020, GOP lieutenant governor of Texas Dan Patrick told Fox News that old people should be prepared to die from #Covid19 to keep the economy operating. Texas Republican Congressman Ron Wright, age 67, followed his advice and died Sunday after being hospitalized for Covid-19.	North Vancouver, BC, Canada	4881
Norm_Farrell	2021-02-08 17:29:19	"#Covid19 and human innovation.

https://t.co/opjBUmYIt5"	North Vancouver, BC, Canada	4881
COVIDLive	2021-02-08 17:51:50	"2,014 new cases and 120 new deaths in Germany 

[17:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"	""	794
COVIDLive	2021-02-08 17:46:21	"887 new cases and 9 new deaths in Sri Lanka 

[17:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"	""	794
utexasHI	2021-02-08 17:51:48	"FINAL REMINDER: Join us tonight, from 4:00 - 5:15 CST, for our first Health &amp; Humanities Research Seminar (HHRS) of the semester, ""Health Equity and COVID-19 Vaccinations"", with @JewelMMullen! Register for the talk here: https://t.co/B44cUnKcfM #covid19 @DellMedSchool"	Austin, TX	755
GarethSoloway	2021-02-08 17:51:39	Nice to see $ABIO creeping. This this insane valuation market and with a possible treatment for #Covid19, this stock should be much higher. https://t.co/X9F2b2wOLs	Earth	7186
LucyLyons	2021-02-08 17:51:34	"333

Sadly 333 people in the UK have been recorded as having lost their lives to #Covid19 in the last 24 hours https://t.co/hNsj0G13Mh"	""	1358
ashilashok	2021-02-08 17:51:34	"Here is how #COVID19 is managed by 2 states, #Kerala &amp; #Assam.

Still Media will praise Kerala coz it's ruled by their favourite #Communists &amp; Assam by #BJP.

do you still think #Kerala model of #COVID is No.1 with 2nd highest total infections in the country? https://t.co/97SifBZRrE"	Kannur	54
RayBake	2021-02-08 17:47:25	"@GrassleyWorks DId you know the Covid19 infection rate is about to spike in Iowa, @ChuckGrassley?

Are you proud of @IAGovernor who has never worked for Iowa and Iowans?

No masks. No social distancing. No capacity limits. No science. No empathy. No clue.

Dead Iowans can't eat ice cream."	Iowa	1449
RayBake	2021-02-08 17:51:32	"@SenJoniErnst Are you proud of @IAGovernor who callously and ignorantly lifted ALL Covid19 mask, capacity, and distancing rules in Iowa?

Representing the ""folks in every corner and county"" means advocating for Iowans in the middle of a pandemic.

DO. YOUR. JOB. NOW.
 https://t.co/DbhH8RjCL1"	Iowa	1449
RayBake	2021-02-08 17:44:10	"Send help, @WHCOS.

.@IAGovernor Kim Reynolds is intentionally speading #Covid19 throughout our communities, in our public schools, and across the state.

No masks. No science. No sense.

Iowans are dying. Vaccines are limited.  And the Governor has silenced the @IowaDHS.

#COVID https://t.co/l1mRDaexmU"	Iowa	1449
aliciaault	2021-02-08 17:51:31	"Still a huge gap in reporting--also in this thread: 22 states don't report vaccination rates by age. No state reports race and ethnicity data for older adults. How can this be?
#COVID19 https://t.co/GX9xmEdfbN"	DC, Baltimore, New Orleans	2980
SeramaLover	2021-02-08 17:51:31	"@ZackBornstein Hey @DanCrenshawTX WE ALL HAD ALOT OF TIME ON OUR HANDS!! COVID19 AND ALL.

Where have you been?<U+0001F914>"	California born & raised  <U+0001F31E>	75
sbjsbd	2021-02-08 17:51:27	"Organizers for next year's #SuperBowlLVI, which will be played at @SoFiStadium, said that they are ""forging ahead on the assumption"" that #COVID19 will not interfere with the game, its surrounding events or the ability to host more than 70,000 fans.
https://t.co/Y9zEa4LvsD"	Charlotte, NC	112051
sbjsbd	2021-02-08 17:49:28	"The Saints once again could face discipline for violating the #NFL's #COVID19 policies, after RB Alvin Kamara tested positive and missed the team's Week 17 game after an ""interaction in the facility with a person not employed by the club.""
https://t.co/vDwEPy3mw1"	Charlotte, NC	112051
OmahaSpeak	2021-02-08 17:51:25	Does anyone agree with me that its kind of comical that even after China unleased Covid19 world wide - the US continues to rely upon China for prescription drugs (as well as illegal drugs), shipments of steel &amp; iron for its defense and masks and other preventables?	Nebraska & Iowa	16932
anti_lockdown	2021-02-08 17:51:25	"<U+0001F1E7><U+0001F1F2><U+0001F1E7><U+0001F1F2><U+0001F1E7><U+0001F1F2> Let's start with Justin Trudeau <U+0001F1E7><U+0001F1F2><U+0001F1E7><U+0001F1F2><U+0001F1E7><U+0001F1F2>
#BernierNation @peoplespca @GutoPenteado @cancivlib @ppclondonwest @AinsworthPPC @TvorogovIgor #NewWorldOrder #GreatReset #Agenda2030 #Agenda21 #Pandemic #COVID19 #Virus #ClimateChangeHoax #Totalitarianism #lockdown2021 <U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447> https://t.co/RMS9s8Oc7g"	Somewhere, just being patient	142
yipcw	2021-02-08 17:51:24	"#WFU number of #covid19 cases
https://t.co/dKsQQ182JO
2021-01-18 overlays over 2020 fall same period data from 2020-08-17 (10 days before first day of class)
already at 2020-11-09 level
#highered #school #university https://t.co/6fvxtOf1Lx"	""	137
TheSolutionIV	2021-02-08 17:51:15	"Showing up for yourself is the most valuable act you can accomplish in your goal of achieving a healthy lifestyle.  #MotivationMonday

#TheSolution #TheSolutionIV #Hydration #Health #IVTherapy #DiagnosticTesting #Hydrate #COVIDTest #COVID19 #COVID19Testing #COVID #Vitamins https://t.co/iWzQUDsN3K"	""	40
TheHarryMcC	2021-02-08 17:51:11	"The current #COVID19 vaccine plan is to have the first dose for 70's+ completed by the end of March/April.

The second dose will be completed by the middle of May.

When are they considered ""safe""?"	Ireland	6667
cindian1	2021-02-08 17:41:27	"All premieres...#covid19 #gaslighting 101 

What kind of country is Canada that prov premieres &amp; Federal gov can't work together to protect citizens &amp; save lives? Its all about #power, over 20,000 citizens deaths doesn't activate ""collaborative "" response. #COVIDzero #cdnpoli https://t.co/IRHDwHh6oD"	""	2049
cindian1	2021-02-08 17:51:11	"So do Canadians have a plan to #vote all #covid19 #death enablers out of office at all levels of governments? 
Are we ready for all #elections? 
Do we have #science based candidates in our regions?
Have we seen enough #neglect or have we been thoroughly #desensitized?
#cdnpoli https://t.co/ClIRdiCQGB"	""	2049
stephenlewisfdn	2021-02-08 17:51:06	Cotlands (South Africa) continues to support young children's learning and development, while taking safety precautions against #COVID19. https://t.co/KleA3NbkCL	Toronto, Canada	17435
FredNatLab	2021-02-08 17:51:03	"#COVID19 researchers: Have you requested the Human #SARSCoV2 #Serology Standard yet?
<U+0001F447>
https://t.co/a4mhhoTb2L https://t.co/NoN3yWeEZb"	Frederick, MD	1235
_covid_19_bot_	2021-02-08 17:51:03	"Cases: 106,293,023 (+15,470) 
Deaths: 2,320,254 (+551) 
Recovered: 59,298,828 (+21,506) 
Active Cases: 46,994,195 (44.21%)
Completed Cases: 61,619,082 (57.97%)
Mortality Rate: 2.18% (No Change)
Case Fatality Rate: 3.77% (No Change)

#COVID19 #Coronavirus #StayHome"	""	72
Newsday_TT	2021-02-08 17:51:02	"""We have taken a massive risk by the physical reopening of schools on a phased basis. As such, these covid19 mitigation measures are even more essential to keep our population safe.""
https://t.co/qnPtpYheoq"	Trinidad and Tobago	12679
DHA_Dubai	2021-02-08 17:50:57	"Do you work in an educational institute? Are you involved in #COVID19 management? 

This is for you! 

We're excited to launch our new course ""COVID-19 Management for Educational Institutions"" in collaboration with @MBRUniversity and @KHDA. 

Enroll now 

https://t.co/MarT8sIh21 https://t.co/xKNlvsi44L"	UAE - DUBAI	241516
GlobalBiz	2021-02-08 17:50:57	For the first time in almost 40 years, .@AnheuserBusch did not advertise its Budweiser brand during the Super Bowl. Instead, AB is donating the money they would’ve spent to #COVID19 #vaccination awareness efforts. #CSR #GlobalConnections https://t.co/cXkpBcwoTa	Washington, DC	1745
hellwelovespurs	2021-02-08 17:50:56	Its illegal to go on holiday at moment...according  to Matt Hancock so anyone who travel oversea now or until law changes have or will  break the law #covid19 #JabandGo #vaccine #holiday https://t.co/HfgO2e3xXk	mars	3810
JanetAnscombe	2021-02-08 17:50:55	COVID-19 in the Canaries: Tenerife's case numbers continue to show good signs of slowing but active cases fall almost by a thousand in last ten days https://t.co/7baAl7jsut	Tenerife	1172
Scotsterahoy	2021-02-08 17:50:53	"Breaking News:

Boris Johnson &amp; Matt Hancock are to personally take charge of border checks for South Africa #COVID19 strain after Astrazeneca news. #covidbriefing https://t.co/b0CMWbGfHv"	""	5002
DavidDRobbins	2021-02-08 17:50:52	"""Multiple #ialegis Democrats are tweeting that they have been told #iagov Reynolds did not consult with the state's public health department before lifting the state's #COVID19 mitigation strategies, including its partial face mask mandate."" - 02/08/2021"	Madison, WI	774
echoisthename	2021-02-08 17:50:45	"oh so the new variant of COVID19 is raging through Africa where nobody was getting COVID19 at first huh? 

“what do you mean it doesn’t kill blacks?! make one that kills blacks!”"	Washington Heights to LA	533
SamChen220	2021-02-08 17:50:45	"Terrible news. Prayers for the congressman's family, staff, and community. Mercy.

#COVID19 #TX06 https://t.co/uZykGno3D8"	Pennsylvania | Washington, DC	533
city_fitty	2021-02-08 17:50:45	“Science is being suppressed for political and financial gain”... in the mould of “some of history’s worst autocrats and dictators” #bmj article says. Astounding condemnation #COVID19 #ToryCovidCatastrophe #ToryCorruption https://t.co/JmrPHqYT05	London, England	1082
ucanindia	2021-02-08 17:50:44	"Caritas Internationalis calls on world leaders to set aside national and political agendas that seek returns on their investments in the COVID-19 vaccine and instead focus on its equitable distribution.
Read more…. https://t.co/XiayBBwsay #COVID19 #CoronaVaccine #CovidVaccine"	India	1770
AlphaTrader00	2021-02-08 17:50:34	"$HGEN

Anyone seen Jim Birchenough lately?

How long until the world hears about #Lenzilumab, the potential CAR-T and immunomodulatory #COVID19 &amp; ARDS champion? https://t.co/eSzIRkqEKD https://t.co/bdCR0OaefC"	BC	2307
observerlk	2021-02-08 17:50:33	"09 Covid-19 deaths reported in Sri Lanka, confirmed the Department of Government Information
#COVID19 #deaths #SriLanka 
https://t.co/ZsOaERw9ML"	Sri Lanka	6190
lovemedo7	2021-02-08 17:50:31	@tamrobinson1966 where is the flu that  has just  disappeared ? flu season is here and is in the schools like every year  but their calling it covid19, 3500+ canadians die every year and over 12,000+ get hospitalized from the flu  it  can't just disappear.this is about dictatorship and control	""	343
lovemedo7	2021-02-08 17:34:36	GOP Rep. Ron Wright dies of COVID-19 at 67 https://t.co/trDwaPpkKR via @nypost how did he get covid19 ? wouldn't he have been  tested and  protected ?	""	343
tricia_neuman	2021-02-08 17:38:39	"Since Jan 12, the fed. government has been recommending that states expand eligibility for #COVID19 vaccines to people ages 65 and older.

So far, 29 states + DC have expanded eligibility to people 65+ 

We took a look at the pace of vaccinations among this group across states."	Washington, DC	5409
tricia_neuman	2021-02-08 17:50:29	"Overall, the pace of #COVID19 vaccinations among older adults seems to be picking up across states. 

Lags in reporting could mean actual rates are somewhat higher than what’s been reported. 

Still, we have a way to go before much of the 65+ population has been vaccinated."	Washington, DC	5409
SyHawkes	2021-02-08 17:50:28	Personally I don’t give a crap what #DeathSecretary @MattHancock has got to say. I know for a fact this #ToryDictatorship are committing genocide &amp; they allowed #COVID19 to spread in the UK <U+0001F1EC><U+0001F1E7> all so they could save money on paying the pensions of elderly people who’ve died. <U+0001F92E><U+0001F624>	Brexit Britain <U+0001F62B><U+0001F494><U+26B0><U+FE0F><U+0001F1EC><U+0001F1E7>	5136
SyHawkes	2021-02-08 17:44:21	This time the vaccine might be safe &amp; effective against the widespread variant of #COVID19 in the UK <U+0001F1EC><U+0001F1E7>, but the virus will continue to spread &amp; mutate around the world until every person is vaccinated &amp; the effectiveness of vaccine against new variants is not yet known. <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F62B><U+0001F494><U+0001F30E>	Brexit Britain <U+0001F62B><U+0001F494><U+26B0><U+FE0F><U+0001F1EC><U+0001F1E7>	5136
SyHawkes	2021-02-08 17:38:33	#DeathSecretary @MattHancock has just stated that the UK’s Vaccination Programme must keep pace with new variants of #COVID19. So you can look forward to the Tories injecting you with vaccines for the rest of your life &amp; that is something that makes me feel deeply uncomfortable!	Brexit Britain <U+0001F62B><U+0001F494><U+26B0><U+FE0F><U+0001F1EC><U+0001F1E7>	5136
winter_canada	2021-02-08 17:50:24	@anthonyfurey He'll feel real bad on a ventilator unable to breathe when infected with COVID19!	""	1298
kevzawake	2021-02-08 17:50:24	Bitish AstraZeneca’s Vaccine vaccine doesn’t protect again  Covid19 strain spreading in UK https://t.co/8QxQGWXPKx via @WSJ #covid19uk #AstraZeneca #vaccine #indyref2 @BBCNews @BBCNewsScotland @theSNP	Salford , England	657
CoronavirusEire	2021-02-08 17:50:21	"Breaking - 829 new cases of #coronavirus with 6 new deaths in #ireland as of 08-02-2021.

#covid19"	Dublin City, Ireland	520
jencat1955	2021-02-08 17:50:19	Good read . https://t.co/KwqHnXEtUG	United States	181
Starr1035Fm	2021-02-08 17:50:18	"#COVID19: MINORITY BACKS CALL FOR PARLIAMENT TO SHUT DOWN

All this that we are saying is because, at the end of the day, we want to have all our 275 MPs. We don't want any political crisis - -Dr. Rashid Dramani [ Exec. Dir. ACEP] #StarrNews"	Accra - Ghana - Africa	276729
Starr1035Fm	2021-02-08 17:48:26	"#COVID19: MINORITY BACKS CALL FOR PARLIAMENT TO SHUT DOWN

We can not lose lives because we want to make laws -Dr. Rashid Dramani [ Exec. Dir. ACEP] #StarrNews"	Accra - Ghana - Africa	276729
Starr1035Fm	2021-02-08 17:47:54	"#COVID19: MINORITY BACKS CALL FOR PARLIAMENT TO SHUT DOWN

In times of emergencies and pandemics, any business of govt can wait. Let's make sure the lives of our lawmakers and families are safe - Dr. Rashid Dramani [ Exec. Dir. ACEP] #StarrNews"	Accra - Ghana - Africa	276729
HSMApartnership	2021-02-08 17:50:13	"This government drive to increase workplace #covid19 testing is good news for London businesses that remain open. Rapid workplace testing could be an important tool for businesses as recovery gets underway - we hope to see it continue beyond lockdown.
https://t.co/UOqBalz15V"	Harley Street, London	80
NycRate	2021-02-08 17:50:11	"@NYCMayor NYC Data published on 2/8/21 on https://t.co/eSoEmPLLzI
As of 2/6/21
-NYC 7 Day Avg Positivity Rate 8.28% (Down 4%)
-Rate of hospitalizations per 100k (per NYS) 5.07
-Daily Reported Cases 3,491
-Daily Hospital Admissions for covid 220
#nycrestaurants #covid19 #nycschools #gyms"	New York, New York	569
PCDUE	2021-02-08 17:50:09	"Explore key file and data collaboration risks and the best practices to avoid them &gt;&gt; 
https://t.co/kL3bmtCZig https://t.co/xM0w1XY7a4"	Milano	1316
CarrazcoDuarte	2021-02-08 17:50:09	@GavinNewsom @CAgovernor the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hrs to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolW	""	9
AlstonBirdLLP	2021-02-08 17:50:06	The Biden Administration further increased its #vaccine supply goal and invoked the DPA. The House had a hearing on medical #supplychain. Read the details in the #COVID19 Medical Products Supply Chain Week in Review. https://t.co/zO70cn19IE https://t.co/tBsssxyJ8u	Thirteen Locations	6615
UCCancerCenter	2021-02-08 17:50:06	Cancer specialists Sonali Smith, MD, and Olwen Hahn, MD, answer questions about the #COVID19 vaccines' safety and effectiveness for cancer patients. @SoniSmithMD @olwenhahn https://t.co/zPr0j4dQGy https://t.co/Z0QarZn4dj	Chicago, IL	8072
AHRQNews	2021-02-08 17:50:05	Should you skip early #vaccines develop for #COVID19? Read analysis study funded in part by #AHRQ in @AmJPrevMed. https://t.co/5KSTgUnwHM https://t.co/5Sp1rrXqTg	Rockville, Maryland	69252
infectolab	2021-02-08 17:50:05	There are nearly 240 novel vaccine candidates in development, waiting in the wings for their moment. @sciam lists a few that show the most potential. #COVID19 #coronavirus #vaccines  https://t.co/4cTYqSoH48	We are located in Minnesota	329
Mac_AgingNews	2021-02-08 17:45:05	Many older adults suffer from loneliness and these feelings may be heightened during this challenging time. Older adults who live alone and have fewer friends or family members may experience greater loneliness https://t.co/HUmOnPqqDo #COVID19 @SusanSherring @JimWatsonOttawa https://t.co/kYScfJCZ5f	Hamilton, Ontario, Canada	3584
Mac_AgingNews	2021-02-08 17:50:04	While we put social and #PhysicalDistancing measures into practice within our communities, we can remain emotionally close and stay connected using technology https://t.co/31qtCaIGTZ #COVID19 @SusanSherring @JimWatsonOttawa @ottawasuncom https://t.co/Lb6G7fyCkD	Hamilton, Ontario, Canada	3584
UCANSriLanka	2021-02-08 17:50:00	"Caritas Internationalis calls on world leaders to set aside national and political agendas that seek returns on their investments in the COVID-19 vaccine and instead focus on its equitable distribution.
Read more…. https://t.co/kDioLOeybC #COVID19 #CoronaVaccine #CovidVaccine"	Sri Lanka	210
UCANews	2021-02-08 17:50:00	"Caritas Internationalis calls on world leaders to set aside national and political agendas that seek returns on their investments in the COVID-19 vaccine and instead focus on its equitable distribution.
Read more…. https://t.co/C4UWYu7wvv #COVID19 #CoronaVaccine #CovidVaccine"	""	644
knkxfm	2021-02-08 17:50:00	"From @KCPubHealth officer: ""I want to remind everyone that we should expect the variant strain to become widespread here and that it will make our outbreak much harder for us to control."" https://t.co/ICwavNMYF5 #COVID19"	Seattle, WA	20856
ucanindonesia	2021-02-08 17:50:00	"Caritas Internationalis calls on world leaders to set aside national and political agendas that seek returns on their investments in the COVID-19 vaccine and instead focus on its equitable distribution.
Read more…. https://t.co/JorhTqjo7D #COVID19 #CoronaVaccine #CovidVaccine"	Jakarta	2945
jepsts	2021-02-08 17:49:56	English #COVID19 hospitalizations down again to 1679. 7-day point forecast for 13th Feb is 1382 with 75% forecast interval [1059, 1718]. Approx 14% chance of being below 1k on 14th Feb. https://t.co/nPauVT3YBL	Imperial College, London	642
allisonrapp22	2021-02-08 17:49:53	@Aguirre1Gustavo Hi! I work for the Frontline Covid19 Critical Care Alliance. We're putting together some success video testimonials about the use of Ivermectin. Would you be interested in speaking with us about your experiences prescribing the drug? Feel free to reply here or shoot an email!	New York City • she/her	881
allisonrapp22	2021-02-08 17:47:33	@hammylavoix @StevePhillipsMD Hi! I work for the Frontline Covid19 Critical Care Alliance. We're putting together some success testimonial videos so we can spread the word about the effectiveness of Ivermectin. Would you or your mom be interested in doing one? Feel free to reply here or shoot me an email!	New York City • she/her	881
CoviLamp	2021-02-08 17:49:50	"If you witness any of the symptoms of Covid-19, isolate yourself, and get Covilamp™ COVID-19 RT-PCR tested for the same at earliest. 

<U+2705> Book Your Test Now : https://t.co/EJQ9KfModT

<U+0001F970> Get Results in 4 hours.

#COVID19  #COVID19Canada #covilamp #fever #Calgary #mondaymood https://t.co/yeAxxwfBvK"	Calgary, Alberta	0
LippService	2021-02-08 17:49:48	@anildash @MollyJongFast Would have only lasted minutes  if covid19 was the sole reason people died. #manmadevirus #weaponizedvirus	United States	188
spiller2	2021-02-08 17:49:40	"36 cases of #Covid19 reported in #Cork today

30-day graph: https://t.co/6zfYaaRM7K"	Cork, Ireland	4166
UAEAid	2021-02-08 17:49:39	"From <U+0001F1E6><U+0001F1EA>  to <U+0001F1F8><U+0001F1EE> 

The #UAE <U+0001F1E6><U+0001F1EA> sent flight to #Slovenia <U+0001F1F8><U+0001F1EE> carring 8 tons of medical supplies and vital aid to frontline workers while they fight #COVID19 

One world <U+0001F30D>  one solidarity <U+0001F91D> 

#UAEAid
@MoFAICUAE https://t.co/gTaxU8RfbB"	UAE	86188
DrBGolding	2021-02-08 17:49:37	“This testing is free for now” - what does that mean? #Covid19 briefing	Huddersfield, UK	1382
brontaustxn	2021-02-08 17:49:34	We're going <U+2708><U+2708><U+2708> cas contact covid19 https://t.co/3oxyFh2SEY	Paris, France	228
dr_adking	2021-02-08 17:49:34	@wvuimc I liked the brands we didn’t see — @CocaCola, @pepsi and @budweiserusa. This has been an unprecedented year of global challenge and heartache. I appreciate their prioritization of humanity and #COVID19 over a 0:30 #SuperBowl spot.	Toledo, OH	442
turbovax	2021-02-08 17:31:01	"[NYC H+H · Bronx] Bathgate Postal Station: 2 appts

Feb 8 – 1:15PM, 3:15PM

https://t.co/iVRnr1hjSf"	""	2862
turbovax	2021-02-08 17:34:32	"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 1 appt

Feb 8 – 3:15PM

https://t.co/iVRnr1hjSf"	""	2862
turbovax	2021-02-08 17:49:33	"[NYC H+H · Manhattan] Metropolitan Hospital: 3 appts

Feb 10 – 9:00AM, 9:15AM, 12:45PM

https://t.co/iVRnr1hjSf"	""	2862
MediaKAT1912	2021-02-08 17:49:31	Thanks to these #COVIDIOTS...I mean #Buccaneers fans, #Tampa is going to see a spike in #Covid19 cases! https://t.co/Gt9yv1WpRG	Florida	789
Samanth30226512	2021-02-08 17:49:23	@Ashtray627 @JayyyyyBaby @x_amircorleone @PettiBetti_ COVID19 ALL THE FUCKING WAY	Cincinnati Ohio	47
JohnJon81310702	2021-02-08 17:49:22	@dona_fall @LBCNews You dont DIE from Covid19 you dont get Hospitalised if you have Covid19 you are told to ISOLATE no need for Medical Treatment are you people really that Stupid and Gullible	""	224
GlenBrown15	2021-02-08 17:49:22	"@thehill Help your republican friends.
Tell them about #COVID19 &amp; to
#WearAMask"	earth	1378
dereje_dugumaMD	2021-02-08 17:49:15	#covid19 status update. https://t.co/cKy7dNTbvm	Addis Abeba	6466
Altavistagoogle	2021-02-08 17:49:14	@JudithM52103345 @KathrynMathias1 The key is being outdoors. While I’m not encouraging mass outdoor events, we shouldn’t over react when they happen. https://t.co/VgtLZIbw3U	Moncton, NB, Canada	578
DEDivResearch	2021-02-08 17:49:11	#COVID19 outbreaks stoke tensions in some state capitols. #netde #deleg https://t.co/pfAcJTbOWz	Dover, Delaware	658
CruiseHabitBill	2021-02-08 17:49:07	They've already removed them from their site, but what do you think about Carnival's new #COVID19 policies?  Read the highlights, our take, and what to do if you don't love the news.  https://t.co/T45C7enbEJ #cruise #news	South Florida, USA	43
SkyNews	2021-02-08 17:31:22	"Health Secretary Matt Hancock says “we are turning a corner” in the battle against #coronavirus and the most important thing people can do is “get the jab when the time comes”.

Get the latest on #COVID19: https://t.co/o8tzOPPQNc https://t.co/YoIXbyeGAs"	London, UK	6953932
SkyNews	2021-02-08 17:49:02	"England's deputy chief medical officer, Professor Jonathan Van-Tam says he believes the Oxford/AstraZeneca vaccine is “rather likely to have an effect on severe disease” in the South African variant.

Get the latest on #COVID19: https://t.co/o8tzOPPQNc https://t.co/31BbTcoZeb"	London, UK	6953932
SkyNews	2021-02-08 17:27:06	"'The evidence is that existing vaccines have some effect against new variants... we are working with the existing vaccines suppliers on potential booster jabs to strengthen protection further' says Health Secretary Matt Hancock. 

Latest on #COVID19: https://t.co/o8tzOPPQNc https://t.co/6sIHCtgjBe"	London, UK	6953932
