"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x80051695","x1360891543024902149",2021-02-14 10:00:02,"InsuranceTimes_","Our January/February issue has landed! Inside: What @TheFCA is doing with data analytics, how @BroadwayBrokers chief exec built a boutique broker during #Covid19 and we explore the FCA test case appeal

https://t.co/7KfKeGgA21

#insurance #brokers #Marchissue #UK https://t.co/YS7ol0Ocqr","TweetDeck",263,,,,FALSE,FALSE,0,1,,,"Covid19 insurance brokers Marchissue UK",,"insurancetimes.co.uk/issue-archive/…","https://t.co/7KfKeGgA21","https://insurancetimes.co.uk/issue-archive/2021/january/february-2021","http://pbs.twimg.com/media/EuCSdzqXcAEBMoQ.jpg","https://t.co/YS7ol0Ocqr","https://twitter.com/InsuranceTimes_/status/1360891543024902149/photo/1","photo","http://pbs.twimg.com/media/EuCSdzqXcAEBMoQ.jpg","https://t.co/YS7ol0Ocqr","https://twitter.com/InsuranceTimes_/status/1360891543024902149/photo/1",,"x169431716 x1345386626097287168","TheFCA BroadwayBrokers","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/InsuranceTimes_/status/1360891543024902149","Insurance Times","London, UK","The best insurance news, analysis, research & events. Immersed in UKGI, respected by insurers, brokers & service providers, part of Newsquest Specialist Media","http://t.co/hiXs1IWQBT",FALSE,37262,851,633,33471,2691,2009-10-05 15:33:13,FALSE,"http://t.co/hiXs1IWQBT","http://www.insurancetimes.co.uk",,"https://pbs.twimg.com/profile_banners/80051695/1543924043","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1069925030694400000/2RMLa39P_normal.jpg"
"x2242810255","x1360891539765878786",2021-02-14 10:00:01,"UNODC_ROMENA","#COVID19 is likely to increase trafficking in persons. 
Job seekers from countries experiencing the fastest drops in employment are more willing to take high risks and fall into the hands of traffickers. #EndHumanTrafficking 

<U+0001F4D5> https://t.co/pVCrKdI3L9 @UNODC @UN https://t.co/gbJmqJh8hi","Twitter Web App",263,,,,FALSE,FALSE,0,0,,,"COVID19 EndHumanTrafficking",,"bit.ly/2J2qkJQ","https://t.co/pVCrKdI3L9","http://bit.ly/2J2qkJQ","http://pbs.twimg.com/media/EtoFihzXIAQ4k4A.jpg","https://t.co/gbJmqJh8hi","https://twitter.com/UNODC_ROMENA/status/1360891539765878786/photo/1","photo","http://pbs.twimg.com/media/EtoFihzXIAQ4k4A.jpg","https://t.co/gbJmqJh8hi","https://twitter.com/UNODC_ROMENA/status/1360891539765878786/photo/1",,"x17969699 x14159148","UNODC UN","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/UNODC_ROMENA/status/1360891539765878786","UNODC ROMENA","Middle East and North Africa ","UNODC Regional Office for the Middle East & North Africa
<U+0645><U+0643><U+062A><U+0628> <U+0627><U+0644><U+0623><U+0645><U+0645> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0625><U+0642><U+0644><U+064A><U+0645><U+064A> <U+0627><U+0644><U+0645><U+0639><U+0646><U+064A> <U+0628><U+0627><U+0644><U+0645><U+062E><U+062F><U+0631><U+0627><U+062A> <U+0648><U+0627><U+0644><U+062C><U+0631><U+064A><U+0645><U+0629> <U+0644><U+0644><U+0634><U+0631><U+0642> <U+0627><U+0644><U+0623><U+0648><U+0633><U+0637> <U+0648><U+0634><U+0645><U+0627><U+0644> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627>","https://t.co/qRvQmWCsIa",FALSE,1933,652,16,3015,3450,2013-12-12 19:15:46,FALSE,"https://t.co/qRvQmWCsIa","http://www.unodc.org/romena",,"https://pbs.twimg.com/profile_banners/2242810255/1596957720","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1158657448259072000/Op4dWb-e_normal.jpg"
"x1026773240","x1360891538272739333",2021-02-14 10:00:01,"ValeofYorkCCG","The @NHSCOVID19app is proven to reduce the number of COVID-19 cases in the population.
 
For every 1% increase in app users, the number of coronavirus cases can be reduced by 2.3%.
 
Every download matters <U+27A1> https://t.co/EDvDIC5Wka https://t.co/8ZrGohPS17","TweetDeck",231,,,,FALSE,FALSE,0,1,,,,,"covid19.nhs.uk","https://t.co/EDvDIC5Wka","http://covid19.nhs.uk","http://pbs.twimg.com/media/Et4PT6zWgAUUCzm.jpg","https://t.co/8ZrGohPS17","https://twitter.com/ValeofYorkCCG/status/1360891538272739333/photo/1","photo","http://pbs.twimg.com/media/Et4PT6zWgAUUCzm.jpg","https://t.co/8ZrGohPS17","https://twitter.com/ValeofYorkCCG/status/1360891538272739333/photo/1",,"x1256215698877173761","NHSCOVID19app","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ValeofYorkCCG/status/1360891538272739333","NHS Vale of York CCG","Vale of York, UK","NHS Clinical Commissioning Group serving over 350,000 people in the Vale of York. We aim to achieve the best health and wellbeing for everyone in our community.","https://t.co/9i0DuTe8E5",FALSE,6835,908,145,18946,1966,2012-12-21 17:07:28,TRUE,"https://t.co/9i0DuTe8E5","http://www.valeofyorkccg.nhs.uk",,"https://pbs.twimg.com/profile_banners/1026773240/1610025540","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/822440656996012033/eMQkBn68_normal.jpg"
"x138037459","x1360891538017046528",2021-02-14 10:00:01,"ukhomeoffice","We are ramping up checks at the border and beyond to prevent the spread of new #COVID19 variants. https://t.co/uzEbe7626b","Twitter Media Studio",97,,,,FALSE,FALSE,7,1,,,"COVID19",,,,,"http://pbs.twimg.com/media/EuHtRUSXAAkwJqr.png","https://t.co/uzEbe7626b","https://twitter.com/ukhomeoffice/status/1360891538017046528/photo/1","photo","http://pbs.twimg.com/media/EuHtRUSXAAkwJqr.png","https://t.co/uzEbe7626b","https://twitter.com/ukhomeoffice/status/1360891538017046528/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ukhomeoffice/status/1360891538017046528","Home Office","United Kingdom","The Home Office is the lead UK government department for immigration and passports, drugs policy, crime, fire, counter-terrorism and police. #StayHomeSaveLives","https://t.co/JglP9imLVF",FALSE,991879,534,2733,11565,21,2010-04-28 13:11:51,TRUE,"https://t.co/JglP9imLVF","https://www.gov.uk/home-office",,"https://pbs.twimg.com/profile_banners/138037459/1609842553","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1328287695810990081/JD3gBQKs_normal.jpg"
"x3046352039","x1360891537857593345",2021-02-14 10:00:01,"nmdcouncil","This is a difficult time for a lot of people and if you need to reach out and talk to someone there is support available.

<U+0001F4DE>Lifeline - 0808 808 8000
<U+0001F4DE>If you're under 19, you can contact Childline - 0800 1111
<U+0001F4DE>Samaritans Call - 116 123

#MentalHealthMatters #LetsTalk #COVID19 https://t.co/k5zntqHGQV","TweetDeck",275,,,,FALSE,FALSE,0,1,,,"MentalHealthMatters LetsTalk COVID19",,,,,"http://pbs.twimg.com/media/EuC8oa9XYAIFtgH.jpg","https://t.co/k5zntqHGQV","https://twitter.com/nmdcouncil/status/1360891537857593345/photo/1","photo","http://pbs.twimg.com/media/EuC8oa9XYAIFtgH.jpg","https://t.co/k5zntqHGQV","https://twitter.com/nmdcouncil/status/1360891537857593345/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nmdcouncil/status/1360891537857593345","NewryMourneDown","Down & South Armagh ","Follow us for all the latest news, events and jobs from NMDDC (Monitored Mon - Fri 9am-5pm).","http://t.co/F5tFjAXtDy",FALSE,8257,168,65,4918,1474,2015-02-20 10:22:31,FALSE,"http://t.co/F5tFjAXtDy","http://www.newrymournedown.org",,"https://pbs.twimg.com/profile_banners/3046352039/1610469417","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1260521980090028033/bWWT0bzt_normal.jpg"
"x151513624","x1360891537211740161",2021-02-14 10:00:01,"WalsallCCG","Do you have family or friends who are over 70?<U+0001F475>

Anyone aged 70 or over can book an appointment for their #COVID19 vaccination. You can help them by:
<U+25B6><U+FE0F> Encouraging them to book their appointment
<U+25B6><U+FE0F> Planning their visit to a vaccination site

Learn more: https://t.co/VAgp5S6NsC https://t.co/UQGKzj5iZl","TweetDeck",278,,,,FALSE,FALSE,0,1,,,"COVID19",,"nhs.uk/covid-vaccinat…","https://t.co/VAgp5S6NsC","https://nhs.uk/covid-vaccination","http://pbs.twimg.com/media/EtyWVRoXYAQ_kgd.jpg","https://t.co/UQGKzj5iZl","https://twitter.com/WalsallCCG/status/1360891537211740161/photo/1","photo","http://pbs.twimg.com/media/EtyWVRoXYAQ_kgd.jpg","https://t.co/UQGKzj5iZl","https://twitter.com/WalsallCCG/status/1360891537211740161/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WalsallCCG/status/1360891537211740161","NHS Walsall CCG","Walsall, West Midlands","Improving the Health and Wellbeing of the people of Walsall<U+0001F3D9><U+FE0F> This account is monitored Monday to Friday from 9am - 5pm<U+0001F4BB>","http://t.co/Hiz7vZKMzb",FALSE,7249,466,170,8056,4068,2010-06-03 15:37:58,TRUE,"http://t.co/Hiz7vZKMzb","http://www.walsallccg.nhs.uk/",,"https://pbs.twimg.com/profile_banners/151513624/1584529162","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1219921437693292544/Fh1BNdPh_normal.jpg"
"x97479037","x1360891535789723649",2021-02-14 10:00:00,"Ldn_Ambulance","Here's a lovely #ValentinesDay story for you: the #paramedic and police officer couple who - after a tough year on the frontline of the #Covid19 pandemic - won a competition for the wedding of their dreams:","Twitter for Advertisers (legacy)",206,,,,FALSE,FALSE,31,5,,,"ValentinesDay paramedic Covid19",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ldn_Ambulance/status/1360891535789723649","London Ambulance Service","London","London Ambulance Service’s official Twitter feed. Tweets not monitored 24/7. Go to https://t.co/9G1mctyHop or call 111 for urgent health advice and call 999 in emergencies.","https://t.co/ZHbJYvyQbu",FALSE,144157,840,1174,25829,12915,2009-12-17 16:43:55,TRUE,"https://t.co/ZHbJYvyQbu","http://www.londonambulance.nhs.uk/",,"https://pbs.twimg.com/profile_banners/97479037/1609836749","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1346115449226997764/qC_D-12w_normal.jpg"
"x23780823","x1360891535563268098",2021-02-14 10:00:00,"DorsetHealth","People aged 70 and over and those who are clinically extremely vulnerable can now book their #COVID19 #vaccine.
 
Choose a time and location that suits at https://t.co/ysFRmXl8Jb or call 119 for free anytime between 7am-11pm.
 
If a slot is not available, you can call your GP. https://t.co/trkEDN0mll","TweetDeck",277,,,,FALSE,FALSE,0,1,,,"COVID19 vaccine",,"nhs.uk/covid-vaccinat…","https://t.co/ysFRmXl8Jb","http://www.nhs.uk/covid-vaccination","http://pbs.twimg.com/media/EtxnUfOXcAYx3tX.jpg","https://t.co/trkEDN0mll","https://twitter.com/DorsetHealth/status/1360891535563268098/photo/1","photo","http://pbs.twimg.com/media/EtxnUfOXcAYx3tX.jpg","https://t.co/trkEDN0mll","https://twitter.com/DorsetHealth/status/1360891535563268098/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DorsetHealth/status/1360891535563268098","Dorset HealthCare","Dorset, England","Dorset’s community, physical and mental health NHS Trust. Account not monitored 24/7. For urgent clinical help call 111. #BetterEveryDay","http://t.co/nBKR1GuF4I",FALSE,7235,840,150,14559,4625,2009-03-11 15:49:23,TRUE,"http://t.co/nBKR1GuF4I","http://www.dorsethealthcare.nhs.uk",,"https://pbs.twimg.com/profile_banners/23780823/1607532976","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1127914508457000961/L4cuKjNY_normal.png"
"x69298376","x1360891535529635843",2021-02-14 10:00:00,"HSELive","If you have tested positive #COVID19 you should self-isolate (stay in your room). If you need medical supplies or prescriptions ask family/friends to collect and drop off to you. Many pharmacies will also deliver.
Read more: https://t.co/txwKNQi8tu https://t.co/e4W9lLVqI3","TweetDeck",248,,,,FALSE,FALSE,2,3,,,"COVID19",,"bit.ly/3pdzD9z","https://t.co/txwKNQi8tu","https://bit.ly/3pdzD9z","http://pbs.twimg.com/media/EuHCNaiWYAgR6mu.jpg","https://t.co/e4W9lLVqI3","https://twitter.com/HSELive/status/1360891535529635843/photo/1","photo","http://pbs.twimg.com/media/EuHCNaiWYAgR6mu.jpg","https://t.co/e4W9lLVqI3","https://twitter.com/HSELive/status/1360891535529635843/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HSELive/status/1360891535529635843","HSE Ireland","Ireland","Your official guide to what's happening in the health services. Not monitored 24/7. In an emergency dial 999. Twitter policy https://t.co/5phSEJ6uEA #HoldFirm<U+0001F308>","http://t.co/IUP6P8P2u8",FALSE,172889,524,503,20381,3433,2009-08-27 14:03:51,TRUE,"http://t.co/IUP6P8P2u8","http://www.hse.ie",,"https://pbs.twimg.com/profile_banners/69298376/1594109517","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278608083191767042/khgiJk8x_normal.jpg"
"x1667487926","x1360891534888026115",2021-02-14 10:00:00,"SalfordCVS","Not everyone with #COVID19 shows symptoms.

We must all #StayAtHome to stop the spread of #coronavirus.

Also remember to keep washing your hands, covering your face and making space.

For more guidance, visit https://t.co/54JbhMRd8a

#HandsFaceSpace https://t.co/2cNrzIwXr9","TweetDeck",250,,,,FALSE,FALSE,0,0,,,"COVID19 StayAtHome coronavirus HandsFaceSpace",,"nhs.uk/coronavirus","https://t.co/54JbhMRd8a","http://nhs.uk/coronavirus","http://pbs.twimg.com/media/EuHmVJGXUAsUlsl.jpg","https://t.co/2cNrzIwXr9","https://twitter.com/SalfordCVS/status/1360891534888026115/photo/1","photo","http://pbs.twimg.com/media/EuHmVJGXUAsUlsl.jpg","https://t.co/2cNrzIwXr9","https://twitter.com/SalfordCVS/status/1360891534888026115/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SalfordCVS/status/1360891534888026115","Salford CVS","Salford, England","Making a Difference in Salford. Supporting the local VCSE sector which is #NeverMoreNeeded than now. We help via grants, essential goods, volunteers & advice.",,FALSE,4864,2630,120,13579,8080,2013-08-13 10:52:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/1667487926/1578303219","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1253354019193569281/m9L_1Gyw_normal.jpg"
"x1181666844010323973","x1360891534611075074",2021-02-14 10:00:00,"TourismIssues","#JCiTTweets new insights on the impact of #COVID19 #mediacoverage on #travel future intentions. Research letter by Samiha Chemli, @mtoanoglou and @marcovaleri8 available at https://t.co/V7amGgpqYS","TweetDeck",196,,,,FALSE,FALSE,1,0,,,"JCiTTweets COVID19 mediacoverage travel",,"tandfonline.com/doi/full/10.10…","https://t.co/V7amGgpqYS","https://www.tandfonline.com/doi/full/10.1080/13683500.2020.1846502#.X9evp8nx5fo.twitter",,,,,,,,,"x146574643 x1286758041019387912","mtoanoglou marcovaleri8","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TourismIssues/status/1360891534611075074","Current Issues in Tourism","","Welcome to the official #CurrentIssues in #Tourism #Journal profile on Twitter #CiT #JCiTTweets - Tweets by @Alberto_P_Amore","https://t.co/UPyYRN8yVW",FALSE,1130,1234,4,212,69,2019-10-08 20:25:15,FALSE,"https://t.co/UPyYRN8yVW","https://www.tandfonline.com/toc/rcit20/current",,"https://pbs.twimg.com/profile_banners/1181666844010323973/1586900781",,"http://pbs.twimg.com/profile_images/1250178598700552193/F5nG1Q8P_normal.jpg"
"x173212647","x1360891533495390210",2021-02-14 10:00:00,"JoeMokolobetsi","@PresidencyZA #Facts are that, based on 11-months #data, pensioners are most-at-risk from #COVID19, what is the value of trialing #vaccine on pre-teens?<U+0001F442>

Volumes perhaps?

#herdimmunity
 
cc:@RevMeshoe @MRCza @nicd_sa @SAHPRA1 @MYANC @Our_DA @EFFSouthAfrica @eNCA @_AfricanUnion https://t.co/fKZYynVlrc","Twitter Web App",279,,"x40839292","PresidencyZA",FALSE,FALSE,0,0,,,"Facts data COVID19 vaccine herdimmunity",,,,,"http://pbs.twimg.com/media/EuG5y04XIAYbjNL.png","https://t.co/fKZYynVlrc","https://twitter.com/JoeMokolobetsi/status/1360891533495390210/photo/1","photo","http://pbs.twimg.com/media/EuG5y04XIAYbjNL.png","https://t.co/fKZYynVlrc","https://twitter.com/JoeMokolobetsi/status/1360891533495390210/photo/1",,"x40839292 x1026369144248254465 x252586818 x1372027572 x1194602384661630976 x18759465 x23594033 x932163222 x301309392 x145935897","PresidencyZA RevMeshoe MRCza nicd_sa SAHPRA1 MYANC Our_DA EFFSouthAfrica eNCA _AfricanUnion","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoeMokolobetsi/status/1360891533495390210","Jesus loves you","South Africa","Data | Raising kids | #FactsNotFear | #COVID19| Exposing COVID Askari | Blessed |Prisoner of hope","http://t.co/Vz1gYuDsLW",FALSE,75,115,1,862,439,2010-07-31 19:09:22,FALSE,"http://t.co/Vz1gYuDsLW","http://mokolobetsi.wordpress.com",,"https://pbs.twimg.com/profile_banners/173212647/1612302420","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1297786833590538240/Pn1yoyo3_normal.jpg"
"x1153288330920038401","x1360891533008924675",2021-02-14 10:00:00,"HugglePetsCIC","From tomorrow we will be sharing videos on how we can look after our #mentalhealth while working from home, how we can support our #children &amp; #youngpeople #learning from home. 
#wfh #teachers #anxiety #stress #parents #uni #unilife #students #pupils #home #school #COVID19 https://t.co/5SmMMtgyh0","Twitter Web App",277,,,,FALSE,FALSE,0,0,,,"mentalhealth children youngpeople learning wfh teachers anxiety stress parents uni unilife students pupils home school COVID19",,,,,"http://pbs.twimg.com/media/Et8dXRxWQAIkcm7.jpg","https://t.co/5SmMMtgyh0","https://twitter.com/HugglePetsCIC/status/1360891533008924675/photo/1","photo","http://pbs.twimg.com/media/Et8dXRxWQAIkcm7.jpg","https://t.co/5SmMMtgyh0","https://twitter.com/HugglePetsCIC/status/1360891533008924675/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HugglePetsCIC/status/1360891533008924675","HugglePets In The Community","Wolverhampton","We're here to help motivate, inspire & empower people struggling with mental health & support children with #SEND via animal assisted therapy. #HugYourCommunity","https://t.co/MPwubrQML0",FALSE,395,1879,0,329,934,2019-07-22 12:58:59,FALSE,"https://t.co/MPwubrQML0","https://www.hugglepetsinthecommunity.co.uk",,"https://pbs.twimg.com/profile_banners/1153288330920038401/1567153725",,"http://pbs.twimg.com/profile_images/1167353445893967872/7Gnhpdx-_normal.jpg"
"x1198080090032066560","x1360891518391709698",2021-02-14 09:59:56,"AdaShriadhar","My introvert self loves wearing masks when going out now. #COVID19","Twitter for iPhone",66,,,,FALSE,FALSE,3,0,,,"COVID19",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AdaShriadhar/status/1360891518391709698","Ada Shriadhar","Planet Earth","Bibliophile. Employed at a Bank. Hypocrite. RT is not endorsement.","https://t.co/y54OcGLhz1",FALSE,1076,811,0,27356,47398,2019-11-23 03:25:39,FALSE,"https://t.co/y54OcGLhz1","https://adaexpressinginwords.wordpress.com/blog/",,"https://pbs.twimg.com/profile_banners/1198080090032066560/1605103379",,"http://pbs.twimg.com/profile_images/1359170095973625863/34sAGGK2_normal.jpg"
"x1030396048437641216","x1360891511483756545",2021-02-14 09:59:55,"Naba_KumarRay","Status of Covid-19 in USA #COVID19 #coronavirus #USA https://t.co/WZfqunZkO6","Twitter for Android",52,,,,FALSE,FALSE,0,1,,,"COVID19 coronavirus USA",,,,,"http://pbs.twimg.com/media/EuLbndLVkAIStMf.jpg","https://t.co/WZfqunZkO6","https://twitter.com/Naba_KumarRay/status/1360891511483756545/photo/1","photo","http://pbs.twimg.com/media/EuLbndLVkAIStMf.jpg","https://t.co/WZfqunZkO6","https://twitter.com/Naba_KumarRay/status/1360891511483756545/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Naba_KumarRay/status/1360891511483756545","<U+09A8><U+09AC> <U+0995><U+09C1><U+09AE><U+09BE><U+09F0> <U+09F0><U+09BE><U+09DF> <U+0964>","","<U+09AD><U+09DF><U+0982><U+0995><U+09F0> <U+0995>'<U+09F0><U+09A8><U+09BE> <U+09AD><U+09BE><U+0987><U+09F0><U+09BE><U+099B> <U+098F><U+09A4><U+09BF><U+09DF><U+09BE><U+0993> <U+09B8><U+0995><U+09CD><U+09F0><U+09BF><U+09DF> <U+0986><U+099B><U+09C7> <U+09B8><U+099C><U+09BE><U+0997> <U+09A5><U+09BE><U+0995><U+0995>, <U+09B8><U+099A><U+09C7><U+09A4><U+09A8> <U+09B9><U+0993><U+0981><U+0995> <U+0986><U+09F0><U+09C1> <U+09B8><U+09C1><U+09B8><U+09CD><U+09A5> <U+09A5><U+09BE><U+0995><U+0995><U+0964> <U+09A7><U+09A8><U+09CD><U+09AF><U+09AC><U+09BE><U+09A6> #COVID19 #coronavirus #<U+0985><U+09B8><U+09AE> #<U+091C><U+092F><U+0936><U+094D><U+0930><U+0940><U+0930><U+093E><U+092E> #<U+0935><U+0928><U+094D><U+0926><U+0947><U+092E><U+093E><U+0924><U+0930><U+092E>","https://t.co/INJ0J4OON6",FALSE,154,159,0,635,97,2018-08-17 10:08:56,FALSE,"https://t.co/INJ0J4OON6","https://t.me/raynaba25",,"https://pbs.twimg.com/profile_banners/1030396048437641216/1612609024",,"http://pbs.twimg.com/profile_images/1353663406067224576/ZiCUzbBH_normal.jpg"
"x1302960108268331008","x1360891497848004612",2021-02-14 09:59:51,"Monireh68","Dear all, the link below is a study by infectious and microbial researchers from different countries to evaluate people's view of corona vaccines produced in the world, Thank you very much for your participation. Link address: https://t.co/1TlmEPFbKs

#SARSCoV2 #COVID19 
#vaccine","Twitter for Android",280,,,,FALSE,FALSE,1,0,,,"SARSCoV2 COVID19 vaccine",,"docs.google.com/forms/d/e/1FAI…","https://t.co/1TlmEPFbKs","https://docs.google.com/forms/d/e/1FAIpQLSdGWU1TmHHO5aNtUe_u4tALqFa2G82-fKAORrEbdRhdkTZmuw/viewform?usp=sf_link",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Monireh68/status/1360891497848004612","Monir","","lover of peace. Neuroscience Researcher.
Waiting for the promised savior<U+0001F49A>
No PM please <U+270B>",,FALSE,2458,2489,1,971,10731,2020-09-07 13:21:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/1302960108268331008/1600993690",,"http://pbs.twimg.com/profile_images/1336695777436065793/LOi2SjeR_normal.jpg"
"x54676732","x1360891483709190145",2021-02-14 09:59:48,"DjEyeMan","#KalinaCollier #oceancoralspring

#Jamaicans need to speak up usually running up their mouth, but yo'll quiet
#COVID19 #HumanTrafficking 
This could be anyone. https://t.co/O5BAnBPNIg","Twitter for Android",159,,,,FALSE,FALSE,2,0,,,"KalinaCollier oceancoralspring Jamaicans COVID19 HumanTrafficking",,,,,"http://pbs.twimg.com/media/EuLbl3IWQAQ0Wlz.jpg","https://t.co/O5BAnBPNIg","https://twitter.com/DjEyeMan/status/1360891483709190145/photo/1","photo","http://pbs.twimg.com/media/EuLbl3IWQAQ0Wlz.jpg","https://t.co/O5BAnBPNIg","https://twitter.com/DjEyeMan/status/1360891483709190145/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DjEyeMan/status/1360891483709190145","Eye4AnEye","The Promised Land","Reggae know it all, #LoversRock, Revival, #Concerts and #Dances. Father & Lover of all things Caribbean #LFC",,FALSE,917,119,14,4530,1791,2009-07-07 21:07:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/54676732/1372545618","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1344452833823830018/GSu2aBEs_normal.jpg"
